task,phase,model_id,model_name,pipeline,feature_mode,kind,scenario,description,noise_2d_std,noise_3d_std,missing_joint_rate,frame_drop_rate,accuracy,macro_f1,accuracy_percent,macro_f1_percent,delta_accuracy_from_clean,delta_macro_f1_from_clean,delta_accuracy_percent_from_clean,delta_macro_f1_percent_from_clean,reference_clean_accuracy,reference_clean_macro_f1,reference_clean_accuracy_percent,reference_clean_macro_f1_percent,clean_accuracy_gap_vs_reference,clean_macro_f1_gap_vs_reference,clean_accuracy_gap_percent_vs_reference,clean_macro_f1_gap_percent_vs_reference,num_samples,num_unique_videos,dataset_num_test_samples,dataset_num_test_records,mean_gate,std_gate,min_gate,max_gate
binary,Phase 4,phase4_quality_gated,Phase 4 - Quality-Gated,phase4,quality_gated,quality_gated,missing_joint_0.10,Randomly remove 10 percent of joints.,0.0,0.0,0.1,0.0,0.9527824620573356,0.9439143791047486,95.27824620573357,94.39143791047486,-0.0006745362563237434,-0.001114065252757035,-0.06745362563237434,-0.1114065252757035,0.953457,0.945028,95.3457,94.5028,,,,,2965,812,2965,,0.508322536945343,0.048952896147966385,0.3063969612121582,0.6979263424873352
binary,Phase 4,phase4_quality_gated,Phase 4 - Quality-Gated,phase4,quality_gated,quality_gated,missing_joint_0.20,Randomly remove 20 percent of joints.,0.0,0.0,0.2,0.0,0.9443507588532883,0.9334063484790758,94.43507588532883,93.34063484790758,-0.009106239460371035,-0.011622095878429883,-0.9106239460371035,-1.1622095878429883,0.953457,0.945028,95.3457,94.5028,,,,,2965,812,2965,,0.5081647634506226,0.047146499156951904,0.30881351232528687,0.6974097490310669
binary,Phase 4,phase4_quality_gated,Phase 4 - Quality-Gated,phase4,quality_gated,quality_gated,missing_joint_0.30,Randomly remove 30 percent of joints.,0.0,0.0,0.3,0.0,0.93929173693086,0.9265483071841454,93.929173693086,92.65483071841454,-0.014165261382799388,-0.018480137173360278,-1.4165261382799388,-1.8480137173360278,0.953457,0.945028,95.3457,94.5028,,,,,2965,812,2965,,0.5079512596130371,0.0451912097632885,0.314225971698761,0.6989251375198364
binary,Phase 4,phase4_quality_gated,Phase 4 - Quality-Gated,phase4,quality_gated,quality_gated,frame_drop_0.10,Drop 10 percent of frames by repeating previous frame.,0.0,0.0,0.0,0.1,0.9537942664418212,0.945477749034564,95.37942664418212,94.5477749034564,0.00033726812816181617,0.00044930467705839305,0.03372681281618162,0.044930467705839305,0.953457,0.945028,95.3457,94.5028,,,,,2965,812,2965,,0.5082389712333679,0.04972200095653534,0.30602577328681946,0.695817232131958
binary,Phase 4,phase4_quality_gated,Phase 4 - Quality-Gated,phase4,quality_gated,quality_gated,frame_drop_0.20,Drop 20 percent of frames by repeating previous frame.,0.0,0.0,0.0,0.2,0.9537942664418212,0.9454438008897843,95.37942664418212,94.54438008897843,0.00033726812816181617,0.00041535653227864344,0.03372681281618162,0.041535653227864344,0.953457,0.945028,95.3457,94.5028,,,,,2965,812,2965,,0.508237898349762,0.049664512276649475,0.3059844672679901,0.6963035464286804
binary,Phase 4,phase4_quality_gated,Phase 4 - Quality-Gated,phase4,quality_gated,quality_gated,frame_drop_0.30,Drop 30 percent of frames by repeating previous frame.,0.0,0.0,0.0,0.3,0.9527824620573356,0.9441969086888815,95.27824620573357,94.41969086888815,-0.0006745362563237434,-0.0008315356686241504,-0.06745362563237434,-0.08315356686241504,0.953457,0.945028,95.3457,94.5028,,,,,2965,812,2965,,0.5082324147224426,0.04959115758538246,0.3058672249317169,0.6965802907943726
binary,Phase 4,phase4_quality_gated,Phase 4 - Quality-Gated,phase4,quality_gated,quality_gated,combined_light,Light combined corruption.,0.02,0.02,0.1,0.1,0.951433389544688,0.9423119327934557,95.1433389544688,94.23119327934558,-0.002023608768971341,-0.0027165115640499504,-0.2023608768971341,-0.27165115640499504,0.953457,0.945028,95.3457,94.5028,,,,,2965,812,2965,,0.5075833797454834,0.046021804213523865,0.30695244669914246,0.6953321695327759
binary,Phase 4,phase4_quality_gated,Phase 4 - Quality-Gated,phase4,quality_gated,quality_gated,combined_heavy,Heavy combined corruption.,0.05,0.05,0.2,0.2,0.9403035413153457,0.9280886211604067,94.03035413153457,92.80886211604067,-0.013153456998313717,-0.01693982319709897,-1.3153456998313717,-1.6939823197098969,0.953457,0.945028,95.3457,94.5028,,,,,2965,812,2965,,0.5062912106513977,0.04049064591526985,0.3118645250797272,0.685556948184967
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,clean,No perturbation.,0.0,0.0,0.0,0.0,0.9615514333895447,0.9546170057132546,96.15514333895447,95.46170057132545,0.0,0.0,0.0,0.0,0.961551,0.954617,96.1551,95.46170000000001,4.333895446961833e-07,5.713254536132695e-09,4.333895446961833e-05,5.713254536132695e-07,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,gaussian_2d_0.01,Small Gaussian noise on 2D coordinates.,0.01,0.0,0.0,0.0,0.9612141652613828,0.954176068988753,96.12141652613828,95.41760689887529,-0.0003372681281619272,-0.00044093672450162824,-0.03372681281619272,-0.044093672450162824,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,gaussian_2d_0.03,Medium Gaussian noise on 2D coordinates.,0.03,0.0,0.0,0.0,0.9605396290050591,0.9532913756171569,96.05396290050591,95.3291375617157,-0.0010118043844856706,-0.001325630096097652,-0.10118043844856706,-0.1325630096097652,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,gaussian_2d_0.05,Strong Gaussian noise on 2D coordinates.,0.05,0.0,0.0,0.0,0.9585160202360877,0.9507717680655712,95.85160202360878,95.07717680655712,-0.0030354131534570117,-0.0038452376476834083,-0.30354131534570117,-0.3845237647683408,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,gaussian_3d_0.01,Small Gaussian noise on 3D coordinates.,0.0,0.01,0.0,0.0,0.9615514333895447,0.9546170057132546,96.15514333895447,95.46170057132545,0.0,0.0,0.0,0.0,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,gaussian_3d_0.03,Medium Gaussian noise on 3D coordinates.,0.0,0.03,0.0,0.0,0.9618887015177066,0.9550290922693849,96.18887015177066,95.5029092269385,0.00033726812816181617,0.0004120865561303422,0.03372681281618162,0.04120865561303422,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,gaussian_3d_0.05,Strong Gaussian noise on 3D coordinates.,0.0,0.05,0.0,0.0,0.9608768971332209,0.9537631529136446,96.08768971332209,95.37631529136445,-0.0006745362563238544,-0.0008538527996100331,-0.06745362563238544,-0.08538527996100331,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,missing_joint_0.10,Randomly remove 10 percent of joints.,0.0,0.0,0.1,0.0,0.9605396290050591,0.9531135011302471,96.05396290050591,95.3113501130247,-0.0010118043844856706,-0.00150350458300752,-0.10118043844856706,-0.150350458300752,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,missing_joint_0.20,Randomly remove 20 percent of joints.,0.0,0.0,0.2,0.0,0.9500843170320404,0.9402870445665864,95.00843170320404,94.02870445665864,-0.011467116357504303,-0.01432996114666818,-1.1467116357504303,-1.432996114666818,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,missing_joint_0.30,Randomly remove 30 percent of joints.,0.0,0.0,0.3,0.0,0.9419898819561552,0.9302365920415161,94.19898819561551,93.02365920415161,-0.019561551433389557,-0.024380413671738488,-1.9561551433389557,-2.438041367173849,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,frame_drop_0.10,Drop 10 percent of frames by repeating previous frame.,0.0,0.0,0.0,0.1,0.9612141652613828,0.9542046503819357,96.12141652613828,95.42046503819357,-0.0003372681281619272,-0.0004123553313188921,-0.03372681281619272,-0.04123553313188921,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,frame_drop_0.20,Drop 20 percent of frames by repeating previous frame.,0.0,0.0,0.0,0.2,0.9602023608768971,0.9529659658949143,96.02023608768971,95.29659658949143,-0.0013490725126475978,-0.0016510398183402497,-0.13490725126475978,-0.16510398183402497,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,frame_drop_0.30,Drop 30 percent of frames by repeating previous frame.,0.0,0.0,0.0,0.3,0.9615514333895447,0.9545318805488296,96.15514333895447,95.45318805488296,0.0,-8.512516442493734e-05,0.0,-0.008512516442493734,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,combined_light,Light combined corruption.,0.02,0.02,0.1,0.1,0.9588532883642495,0.9510629167491913,95.88532883642496,95.10629167491913,-0.0026981450252951955,-0.0035540889640632845,-0.26981450252951955,-0.35540889640632845,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
binary,Phase 4,phase4_quality_concat,Phase 4 - Quality-Concat,phase4,quality_concat,quality_concat,combined_heavy,Heavy combined corruption.,0.05,0.05,0.2,0.2,0.9419898819561552,0.9300025694182135,94.19898819561551,93.00025694182135,-0.019561551433389557,-0.02461443629504112,-1.9561551433389557,-2.461443629504112,0.961551,0.954617,96.1551,95.46170000000001,,,,,2965,812,2965,,0.5,0.0,0.5,0.5
