model_name,display_name,epoch,train_loss,train_accuracy,train_macro_f1,train_fall_recall,train_fall_f1,val_loss,val_accuracy,val_macro_f1,val_fall_recall,val_fall_f1,val_not_fall_f1,lr
phase2_3d_common,Phase 2 3D Common,2,1.4937433990079965,0.6059701492537314,0.5987295825771325,0.4968553459119497,0.5448275862068965,1.1734411739386046,0.6538461538461539,0.6491754122938531,0.5833333333333334,0.6086956521739131,0.6896551724137931,0.0001
phase2_3d_common,Phase 2 3D Common,3,1.1614868256583142,0.6686567164179105,0.6633653506667512,0.5723270440251572,0.621160409556314,1.0702682446974974,0.6730769230769231,0.6700261291526689,0.625,0.6382978723404256,0.7017543859649122,0.0001
phase2_3d_common,Phase 2 3D Common,4,1.0703371393146799,0.6746268656716418,0.6703857159621235,0.5911949685534591,0.632996632996633,0.9672860847069666,0.6826923076923077,0.6812482585678462,0.6666666666666666,0.6597938144329897,0.7027027027027027,0.0001
phase2_3d_common,Phase 2 3D Common,5,0.9986047250121387,0.6626865671641791,0.6599595778127105,0.6037735849056604,0.6295081967213115,0.9117977023124695,0.6538461538461539,0.6526901669758813,0.6458333333333334,0.6326530612244898,0.6727272727272727,0.0001
phase2_3d_common,Phase 2 3D Common,6,0.9263449311256409,0.6925373134328359,0.6909511056973192,0.6540880503144654,0.6688102893890675,0.8700618812671075,0.6538461538461539,0.6526901669758813,0.6458333333333334,0.6326530612244898,0.6727272727272727,0.0001
phase2_3d_common,Phase 2 3D Common,7,0.8200026074452187,0.6865671641791045,0.686018798703907,0.6792452830188679,0.6728971962616822,0.8379871432597821,0.6730769230769231,0.6729559748427673,0.7083333333333334,0.6666666666666666,0.6792452830188679,0.0001
phase2_3d_common,Phase 2 3D Common,8,0.7435535391764855,0.7044776119402985,0.7040979291762208,0.7044025157232704,0.6934984520123839,0.785205772289863,0.6826923076923077,0.6824280558897011,0.7083333333333334,0.6732673267326733,0.6915887850467289,0.0001
phase2_3d_common,Phase 2 3D Common,9,0.6675462770817885,0.7253731343283583,0.7248214285714285,0.7169811320754716,0.7125,0.7242467449261591,0.7019230769230769,0.7012325085719582,0.7083333333333334,0.6868686868686869,0.7155963302752294,0.0001
phase2_3d_common,Phase 2 3D Common,10,0.6310001291445831,0.7343283582089553,0.733177616094361,0.7044025157232704,0.7156549520766773,0.6867474225851206,0.6826923076923077,0.6819571865443426,0.6875,0.6666666666666666,0.6972477064220184,0.0001
phase2_3d_common,Phase 2 3D Common,11,0.5962746634412167,0.7164179104477612,0.715189590213082,0.6855345911949685,0.6964856230031949,0.6333285822318151,0.6923076923076923,0.6918518518518519,0.7083333333333334,0.68,0.7037037037037037,0.0001
phase2_3d_common,Phase 2 3D Common,12,0.539174720155659,0.746268656716418,0.7456885387919872,0.7358490566037735,0.7335423197492164,0.6393614090405978,0.6923076923076923,0.6918518518518519,0.7083333333333334,0.68,0.7037037037037037,0.0001
phase2_3d_common,Phase 2 3D Common,13,0.5260895786000721,0.7582089552238805,0.7579933110367894,0.7672955974842768,0.7507692307692307,0.6392065561734713,0.7115384615384616,0.711111111111111,0.7291666666666666,0.7,0.7222222222222222,0.0001
phase2_3d_common,Phase 2 3D Common,14,0.49885602735761386,0.7611940298507462,0.7609362734603582,0.7672955974842768,0.7530864197530864,0.6222928258088919,0.7115384615384616,0.711111111111111,0.7291666666666666,0.7,0.7222222222222222,0.0001
phase2_3d_common,Phase 2 3D Common,15,0.48972607085953895,0.7761194029850746,0.7759197324414716,0.7861635220125787,0.7692307692307693,0.6248007600124066,0.7211538461538461,0.7209216248727677,0.75,0.7128712871287128,0.7289719626168224,0.0001
phase2_3d_common,Phase 2 3D Common,16,0.4851084289266102,0.7492537313432835,0.7480661796304254,0.7169811320754716,0.7307692307692307,0.6336609629484323,0.7019230769230769,0.7016748403812343,0.7291666666666666,0.693069306930693,0.7102803738317757,0.0001
phase2_3d_common,Phase 2 3D Common,17,0.44614051322438825,0.7791044776119403,0.778534162378502,0.7672955974842768,0.7672955974842768,0.6326599946388831,0.7019230769230769,0.7012325085719582,0.7083333333333334,0.6868686868686869,0.7155963302752294,0.0001
phase2_3d_common,Phase 2 3D Common,18,0.41850073079564676,0.8029850746268656,0.8029833190761335,0.8490566037735849,0.8035714285714286,0.628260245689979,0.7211538461538461,0.7198848332868951,0.7083333333333334,0.7010309278350515,0.7387387387387387,0.0001
phase2_3d_common,Phase 2 3D Common,19,0.41514877596897864,0.8059701492537313,0.804794305641467,0.7672955974842768,0.7896440129449838,0.6287832947877737,0.7211538461538461,0.7198848332868951,0.7083333333333334,0.7010309278350515,0.7387387387387387,5e-05
phase2_3d_common,Phase 2 3D Common,20,0.418864724351399,0.8119402985074626,0.8116112792223442,0.8113207547169812,0.8037383177570093,0.628168523311615,0.7115384615384616,0.7098214285714286,0.6875,0.6875,0.7321428571428571,5e-05
phase2_3d_common,Phase 2 3D Common,21,0.4086857100920891,0.7940298507462686,0.7936694962911388,0.7924528301886793,0.7850467289719626,0.6147221418527457,0.7019230769230769,0.6996739636702376,0.6666666666666666,0.6736842105263158,0.7256637168141593,5e-05
phase2_3d_common,Phase 2 3D Common,22,0.4010637222830929,0.7970149253731343,0.7958781362007168,0.7610062893081762,0.7806451612903226,0.6151431065339309,0.7019230769230769,0.6996739636702376,0.6666666666666666,0.6736842105263158,0.7256637168141593,5e-05
phase2_3d_common,Phase 2 3D Common,23,0.3947368994577607,0.8119402985074626,0.8113957873477449,0.7987421383647799,0.8012618296529969,0.6167937517166138,0.7019230769230769,0.6985507246376812,0.6458333333333334,0.6666666666666666,0.7304347826086957,2.5e-05
phase2_3d_common,Phase 2 3D Common,24,0.37332092069867834,0.826865671641791,0.8261826379446076,0.8050314465408805,0.8152866242038217,0.6333052928631122,0.7019230769230769,0.6985507246376812,0.6458333333333334,0.6666666666666666,0.7304347826086957,2.5e-05
phase2_3d_common,Phase 2 3D Common,25,0.3879520416259766,0.8328358208955224,0.8322963598655511,0.8176100628930818,0.8227848101265823,0.6344018211731544,0.6923076923076923,0.6881559220389806,0.625,0.6521739130434783,0.7241379310344828,2.5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,1,1.923705267906189,0.6059701492537314,0.5973557692307692,0.48427672955974843,0.5384615384615384,1.295428523650536,0.5865384615384616,0.5855805764062645,0.5833333333333334,0.5656565656565656,0.6055045871559633,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,2,1.5746189553346206,0.6268656716417911,0.6220019678464719,0.5408805031446541,0.5791245791245792,1.2109347593325834,0.5769230769230769,0.5762962962962963,0.5833333333333334,0.56,0.5925925925925926,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,3,1.1788876591333703,0.6477611940298508,0.6451016303957481,0.5911949685534591,0.6143790849673203,1.0185266710244691,0.5961538461538461,0.5960044395116537,0.625,0.5882352941176471,0.6037735849056604,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,4,1.149882192220261,0.6567164179104478,0.6546360792118262,0.610062893081761,0.627831715210356,0.8388655627003083,0.6057692307692307,0.6057327785483125,0.6458333333333334,0.6019417475728155,0.6095238095238096,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,5,0.9034791069244271,0.6955223880597015,0.6953024682551006,0.7044025157232704,0.6871165644171779,0.7398303082356086,0.6538461538461539,0.6537180910099889,0.7291666666666666,0.660377358490566,0.6470588235294118,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,6,0.8092851999090679,0.6925373134328359,0.6923618726651866,0.7044025157232704,0.6850152905198776,0.6670258440650426,0.6346153846153846,0.634074074074074,0.7291666666666666,0.6481481481481481,0.62,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,7,0.6910911629449076,0.7164179104477612,0.7164078024612149,0.7484276729559748,0.7147147147147147,0.6274688450189737,0.6634615384615384,0.662681864516727,0.7708333333333334,0.6788990825688074,0.6464646464646465,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,8,0.6843635331338911,0.7044776119402985,0.7040979291762208,0.7044025157232704,0.6934984520123839,0.5983001119815387,0.6634615384615384,0.662681864516727,0.7708333333333334,0.6788990825688074,0.6464646464646465,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,9,0.5924384802135069,0.7074626865671642,0.7074600798403194,0.7421383647798742,0.7065868263473054,0.5647396582823533,0.6826923076923077,0.6812482585678462,0.8125,0.7027027027027027,0.6597938144329897,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,10,0.6124788994219765,0.7373134328358208,0.7372549019607844,0.7610062893081762,0.7333333333333333,0.542745903134346,0.6730769230769231,0.6711309523809523,0.8125,0.6964285714285714,0.6458333333333334,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,11,0.5671933852914554,0.7104477611940299,0.7104374404077669,0.7547169811320755,0.712166172106825,0.53539400605055,0.6826923076923077,0.6812482585678462,0.8125,0.7027027027027027,0.6597938144329897,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,12,0.5459478565116427,0.7283582089552239,0.72820320788866,0.7924528301886793,0.7346938775510204,0.5232193000041522,0.6923076923076923,0.6912801484230056,0.8125,0.7090909090909091,0.673469387755102,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,13,0.4977551408668063,0.7611940298507462,0.7608338687798957,0.7610062893081762,0.7515527950310559,0.5254519306696378,0.7115384615384616,0.7114317425083241,0.7916666666666666,0.7169811320754716,0.7058823529411765,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,14,0.5001014520872885,0.7522388059701492,0.7522299747819036,0.7861635220125787,0.7507507507507507,0.5182419831936176,0.7211538461538461,0.7211280628756357,0.7916666666666666,0.7238095238095238,0.7184466019417476,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,15,0.4880611163466724,0.7522388059701492,0.7520974313709756,0.7672955974842768,0.746177370030581,0.5116884800103995,0.7211538461538461,0.7211280628756357,0.7916666666666666,0.7238095238095238,0.7184466019417476,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,16,0.46533711632685876,0.764179104477612,0.7637665247391301,0.7610062893081762,0.7538940809968847,0.5165526018692896,0.7403846153846154,0.740360610263523,0.7916666666666666,0.7378640776699029,0.7428571428571429,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,17,0.4730175864340654,0.7522388059701492,0.7521593026054247,0.7735849056603774,0.7477203647416414,0.504415172796983,0.7403846153846154,0.740360610263523,0.7916666666666666,0.7378640776699029,0.7428571428571429,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,18,0.49141793251037597,0.7701492537313432,0.7700180989827123,0.7861635220125787,0.764525993883792,0.50640558050229,0.7307692307692307,0.7306696263411024,0.8125,0.7358490566037735,0.7254901960784313,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,19,0.44903914634861164,0.7880597014925373,0.7880597014925373,0.8301886792452831,0.7880597014925373,0.5009005069732666,0.7115384615384616,0.711111111111111,0.8125,0.7222222222222222,0.7,0.0001
phase2_concat_common,Phase 2 2D+3D Concat Common,20,0.38841812165815437,0.8059701492537313,0.8059632332629365,0.8427672955974843,0.8048048048048048,0.49158389980976397,0.7403846153846154,0.740360610263523,0.7916666666666666,0.7378640776699029,0.7428571428571429,5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,21,0.44326067807069464,0.7761194029850746,0.7759197324414716,0.7861635220125787,0.7692307692307693,0.4923049589762321,0.7115384615384616,0.7114317425083241,0.7916666666666666,0.7169811320754716,0.7058823529411765,5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,22,0.45377479124425063,0.7850746268656716,0.7849193893565416,0.7987421383647799,0.7791411042944786,0.4919906086646594,0.7211538461538461,0.7211280628756357,0.7916666666666666,0.7238095238095238,0.7184466019417476,5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,23,0.39827659521529923,0.8,0.7999714817884483,0.8301886792452831,0.797583081570997,0.5011969392116253,0.75,0.7499075101738809,0.7916666666666666,0.7450980392156863,0.7547169811320755,5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,24,0.4299583310511575,0.8,0.7999928712094884,0.8490566037735849,0.8011869436201781,0.49106621054502636,0.7403846153846154,0.740360610263523,0.7916666666666666,0.7378640776699029,0.7428571428571429,5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,25,0.41213041277074103,0.8238805970149253,0.8237235228539577,0.8364779874213837,0.8184615384615385,0.4821678147866176,0.75,0.7499075101738809,0.7916666666666666,0.7450980392156863,0.7547169811320755,5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,26,0.3881298155037325,0.808955223880597,0.8088172349835925,0.8238993710691824,0.803680981595092,0.4816596989448254,0.75,0.7499075101738809,0.7916666666666666,0.7450980392156863,0.7547169811320755,5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,27,0.3744792646436549,0.8119402985074626,0.8119335953163846,0.8490566037735849,0.8108108108108109,0.4765227414094485,0.7403846153846154,0.740360610263523,0.8125,0.7428571428571429,0.7378640776699029,2.5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,28,0.4079270609279177,0.8059701492537313,0.8056306849119425,0.8050314465408805,0.7975077881619937,0.47298815846443176,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,2.5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,29,0.4321212740086797,0.8029850746268656,0.8028427735768298,0.8176100628930818,0.7975460122699386,0.47502883810263413,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,2.5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,30,0.3852564177406368,0.817910447761194,0.8178065459473436,0.8364779874213837,0.8134556574923547,0.47258239067517793,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,2.5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,31,0.38199589981961607,0.8119402985074626,0.8111257282465703,0.7861635220125787,0.7987220447284346,0.46875844781215376,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,2.5e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,32,0.36922260505049975,0.826865671641791,0.8265178571428571,0.8238993710691824,0.81875,0.47082791649378264,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,1.25e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,33,0.3559812766402515,0.8388059701492537,0.8386319845857418,0.8490566037735849,0.8333333333333334,0.46974311195887053,0.75,0.7499075101738809,0.7916666666666666,0.7450980392156863,0.7547169811320755,1.25e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,34,0.36648329941194446,0.8298507462686567,0.8296989966555184,0.8427672955974843,0.8246153846153846,0.46283116707435024,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,1.25e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,35,0.376125174493932,0.8149253731343283,0.8147916963903552,0.8301886792452831,0.8098159509202454,0.46233660211929906,0.75,0.7499075101738809,0.7916666666666666,0.7450980392156863,0.7547169811320755,1.25e-05
phase2_concat_common,Phase 2 2D+3D Concat Common,36,0.38968248100423103,0.8477611940298507,0.847216633132126,0.8301886792452831,0.8380952380952381,0.4590560793876648,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,6.25e-06
phase2_concat_common,Phase 2 2D+3D Concat Common,37,0.36376192080440806,0.8149253731343283,0.8146462483044192,0.8176100628930818,0.8074534161490683,0.46255035354540897,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,6.25e-06
phase2_concat_common,Phase 2 2D+3D Concat Common,38,0.4096205978251215,0.808955223880597,0.8085714285714286,0.8050314465408805,0.8,0.46651162321750933,0.7596153846153846,0.7594151938558342,0.7916666666666666,0.7524752475247525,0.7663551401869159,6.25e-06
phase3_gated_fusion,Phase 3 Gated Fusion,1,1.7067176680066691,0.6,0.5973846595393557,0.5471698113207547,0.564935064935065,1.430902708035249,0.5865384615384616,0.5865002311604253,0.6458333333333334,0.5904761904761905,0.5825242718446602,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,2,1.4325101347111944,0.6358208955223881,0.6348806460834763,0.6163522012578616,0.6163522012578616,1.254688826891092,0.5865384615384616,0.5865002311604253,0.625,0.5825242718446602,0.5904761904761905,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,3,1.2216268993135708,0.6597014925373135,0.6577956989247311,0.6163522012578616,0.632258064516129,1.1292093556660872,0.6057692307692307,0.6057327785483125,0.6458333333333334,0.6019417475728155,0.6095238095238096,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,4,1.1163723283739233,0.6716417910447762,0.6705821354501895,0.6477987421383647,0.6518987341772152,1.038787990808487,0.6057692307692307,0.6057327785483125,0.6458333333333334,0.6019417475728155,0.6095238095238096,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,5,1.0646297237766322,0.6895522388059702,0.6878136200716847,0.6477987421383647,0.6645161290322581,0.9204904333903239,0.6153846153846154,0.6152423233444321,0.6458333333333334,0.6078431372549019,0.6226415094339622,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,6,0.9539525042718916,0.6865671641791045,0.6852095470776169,0.6540880503144654,0.6645367412140575,0.8628637080009167,0.625,0.6249653259361997,0.6875,0.6285714285714286,0.6213592233009708,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,7,0.8267912313119689,0.6746268656716418,0.672655066383383,0.6289308176100629,0.6472491909385113,0.798058970616414,0.6442307692307693,0.644197873324087,0.6875,0.6407766990291263,0.6476190476190476,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,8,0.814784317408035,0.6686567164179105,0.6676973396126933,0.6477987421383647,0.6498422712933754,0.7503124590103443,0.6538461538461539,0.6533333333333333,0.6666666666666666,0.64,0.6666666666666666,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,9,0.7697562217712403,0.6985074626865672,0.6963864286932098,0.6477987421383647,0.6710097719869706,0.7136668471189646,0.625,0.6241312204614957,0.625,0.6060606060606061,0.6422018348623854,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,10,0.7118395419263128,0.6895522388059702,0.6880819366852886,0.6540880503144654,0.6666666666666666,0.671071836581597,0.6538461538461539,0.6526901669758813,0.6458333333333334,0.6326530612244898,0.6727272727272727,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,11,0.7069099102892092,0.7134328358208956,0.7115591590729713,0.6666666666666666,0.6883116883116883,0.6568741454527929,0.625,0.6246877024151013,0.6458333333333334,0.6138613861386139,0.6355140186915887,0.0001
phase3_gated_fusion,Phase 3 Gated Fusion,12,0.6665510710495621,0.7104477611940299,0.7089539539091259,0.6729559748427673,0.6881028938906752,0.6381562948226929,0.6346153846153846,0.634074074074074,0.6458333333333334,0.62,0.6481481481481481,5e-05
phase3_gated_fusion,Phase 3 Gated Fusion,13,0.5965376567484727,0.7223880597014926,0.7211855988401751,0.6918238993710691,0.7028753993610224,0.6171235247300222,0.625,0.6246877024151013,0.6458333333333334,0.6138613861386139,0.6355140186915887,5e-05
phase3_gated_fusion,Phase 3 Gated Fusion,14,0.5837688154249049,0.7313432835820896,0.731053307642903,0.7358490566037735,0.7222222222222222,0.6187813981221273,0.625,0.6246877024151013,0.6458333333333334,0.6138613861386139,0.6355140186915887,5e-05
phase3_gated_fusion,Phase 3 Gated Fusion,15,0.5848877739550462,0.7014925373134329,0.7007218410520297,0.6855345911949685,0.6855345911949685,0.6164326220750809,0.6442307692307693,0.6439344869066346,0.6666666666666666,0.6336633663366337,0.6542056074766355,5e-05
phase3_gated_fusion,Phase 3 Gated Fusion,16,0.5415196963210605,0.7313432835820896,0.731053307642903,0.7358490566037735,0.7222222222222222,0.6106562660290644,0.6442307692307693,0.6434065424891113,0.6458333333333334,0.6262626262626263,0.6605504587155964,2.5e-05
phase3_gated_fusion,Phase 3 Gated Fusion,17,0.5287324328920735,0.7283582089552239,0.7278829588767194,0.7232704402515723,0.7165109034267912,0.5899869684989636,0.6538461538461539,0.6537180910099889,0.6875,0.6470588235294118,0.660377358490566,2.5e-05
phase3_gated_fusion,Phase 3 Gated Fusion,18,0.5363911021111617,0.746268656716418,0.7460423634336678,0.7547169811320755,0.7384615384615385,0.5934405796802961,0.6538461538461539,0.6526901669758813,0.6458333333333334,0.6326530612244898,0.6727272727272727,2.5e-05
phase3_gated_fusion,Phase 3 Gated Fusion,19,0.5472839348351778,0.7432835820895523,0.742896408938388,0.7421383647798742,0.7329192546583851,0.589811405310264,0.6730769230769231,0.6725925925925926,0.6875,0.66,0.6851851851851852,2.5e-05
phase3_gated_fusion,Phase 3 Gated Fusion,20,0.560220918014868,0.7134328358208956,0.7132258524753887,0.7232704402515723,0.7055214723926381,0.5841905382963327,0.6634615384615384,0.6631812713981678,0.6875,0.6534653465346535,0.6728971962616822,2.5e-05
